"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2"
"Cow Dung","327"
"Electricity Fuel","1"
"KeroseneFuel","32"
"LP Gas","9"
"Not Sated about Fuel","74"
"OthersFuel","0"
"Wood/FireWood","5236"
"Total","5681"
