"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","7"
"Christianity","42"
"Hindu","35461"
"Islam","3426"
"Jainism","0"
"Kirat","722"
"Prakriti","0"
"Sikhism","0"
"Undefined","15"
"Total","39673"
