"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","21"
"Male","28"
"","49"
"Doteli",""
"Female","27"
"Male","27"
"","54"
"Gurung",""
"Female","31"
"Male","23"
"","54"
"Hayu/Vayu",""
"Female","211"
"Male","168"
"","379"
"Hyolmo/Yholmo",""
"Female","577"
"Male","490"
"","1067"
"Jirel",""
"Female","8"
"Male","7"
"","15"
"Magar",""
"Female","5945"
"Male","4430"
"","10375"
"Maithili",""
"Female","156"
"Male","308"
"","464"
"Majhi",""
"Female","2219"
"Male","2000"
"","4219"
"Nepali",""
"Female","64798"
"Male","54889"
"","119687"
"Newar",""
"Female","7462"
"Male","6383"
"","13845"
"Not Reported",""
"Female","506"
"Male","477"
"","983"
"Others",""
"Female","96"
"Male","125"
"","221"
"Pahari",""
"Female","164"
"Male","159"
"","323"
"Rai",""
"Female","21"
"Male","19"
"","40"
"Sherpa",""
"Female","1770"
"Male","1507"
"","3277"
"Sunuwar",""
"Female","3982"
"Male","3496"
"","7478"
"Tamang",""
"Female","20173"
"Male","16646"
"","36819"
"Thami",""
"Female","1070"
"Male","954"
"","2024"
"Tharu",""
"Female","3"
"Male","47"
"","50"
