"Population by Single Year of Age","Number"
"0",""
"Female","202"
"Male","162"
"1",""
"Female","151"
"Male","151"
"10",""
"Female","391"
"Male","364"
"11",""
"Female","363"
"Male","309"
"12",""
"Female","412"
"Male","425"
"13",""
"Female","419"
"Male","401"
"14",""
"Female","416"
"Male","364"
"15",""
"Female","411"
"Male","363"
"16",""
"Female","405"
"Male","334"
"17",""
"Female","349"
"Male","243"
"18",""
"Female","378"
"Male","294"
"19",""
"Female","224"
"Male","167"
"2",""
"Female","172"
"Male","174"
"20",""
"Female","283"
"Male","165"
"21",""
"Female","263"
"Male","136"
"22",""
"Female","230"
"Male","176"
"23",""
"Female","183"
"Male","98"
"24",""
"Female","182"
"Male","149"
"25",""
"Female","250"
"Male","152"
"26",""
"Female","163"
"Male","111"
"27",""
"Female","166"
"Male","96"
"28",""
"Female","199"
"Male","122"
"29",""
"Female","65"
"Male","81"
"3",""
"Female","226"
"Male","222"
"30",""
"Female","277"
"Male","175"
"31",""
"Female","91"
"Male","63"
"32",""
"Female","158"
"Male","133"
"33",""
"Female","97"
"Male","86"
"34",""
"Female","99"
"Male","59"
"35",""
"Female","336"
"Male","210"
"36",""
"Female","155"
"Male","135"
"37",""
"Female","99"
"Male","66"
"38",""
"Female","140"
"Male","121"
"39",""
"Female","64"
"Male","66"
"4",""
"Female","244"
"Male","228"
"40",""
"Female","299"
"Male","261"
"41",""
"Female","102"
"Male","75"
"42",""
"Female","166"
"Male","123"
"43",""
"Female","76"
"Male","76"
"44",""
"Female","99"
"Male","74"
"45",""
"Female","299"
"Male","188"
"46",""
"Female","113"
"Male","93"
"47",""
"Female","80"
"Male","69"
"48",""
"Female","147"
"Male","161"
"49",""
"Female","78"
"Male","80"
"5",""
"Female","262"
"Male","278"
"50",""
"Female","276"
"Male","279"
"51",""
"Female","88"
"Male","66"
"52",""
"Female","127"
"Male","116"
"53",""
"Female","76"
"Male","74"
"54",""
"Female","63"
"Male","65"
"55",""
"Female","176"
"Male","155"
"56",""
"Female","97"
"Male","103"
"57",""
"Female","82"
"Male","80"
"58",""
"Female","100"
"Male","101"
"59",""
"Female","60"
"Male","74"
"6",""
"Female","292"
"Male","273"
"60",""
"Female","238"
"Male","165"
"61",""
"Female","100"
"Male","81"
"62",""
"Female","75"
"Male","77"
"63",""
"Female","53"
"Male","50"
"64",""
"Female","57"
"Male","55"
"65",""
"Female","150"
"Male","140"
"66",""
"Female","45"
"Male","60"
"67",""
"Female","59"
"Male","50"
"68",""
"Female","87"
"Male","84"
"69",""
"Female","30"
"Male","32"
"7",""
"Female","293"
"Male","257"
"70",""
"Female","137"
"Male","106"
"71",""
"Female","38"
"Male","52"
"72",""
"Female","81"
"Male","62"
"73",""
"Female","35"
"Male","40"
"74",""
"Female","28"
"Male","22"
"75",""
"Female","85"
"Male","58"
"76",""
"Female","30"
"Male","22"
"77",""
"Female","29"
"Male","34"
"78",""
"Female","51"
"Male","43"
"79",""
"Female","15"
"Male","13"
"8",""
"Female","314"
"Male","327"
"80",""
"Female","63"
"Male","36"
"81",""
"Female","12"
"Male","13"
"82",""
"Female","19"
"Male","16"
"83",""
"Female","14"
"Male","19"
"84",""
"Female","31"
"Male","13"
"85",""
"Female","85"
"Male","59"
"9",""
"Female","324"
"Male","336"
