"Population by Five Years Age Group","Number"
"0-4",""
"Female","995"
"Male","937"
"10-14",""
"Female","2001"
"Male","1863"
"15-19",""
"Female","1767"
"Male","1401"
"20-24",""
"Female","1141"
"Male","724"
"25-29",""
"Female","843"
"Male","562"
"30-34",""
"Female","722"
"Male","516"
"35-39",""
"Female","794"
"Male","598"
"40-44",""
"Female","742"
"Male","609"
"45-49",""
"Female","717"
"Male","591"
"50-54",""
"Female","630"
"Male","600"
"55-59",""
"Female","515"
"Male","513"
"5-9",""
"Female","1485"
"Male","1471"
"60-64",""
"Female","523"
"Male","428"
"65-69",""
"Female","371"
"Male","366"
"70-74",""
"Female","319"
"Male","282"
"75+",""
"Female","434"
"Male","326"
