"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","3"
"Electricity Fuel","0"
"KeroseneFuel","12"
"LP Gas","19"
"Not Sated about Fuel","23"
"OthersFuel","0"
"Wood/FireWood","4492"
"Total","4550"
