"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","40"
"Christianity","8"
"Hindu","28496"
"Islam","6656"
"Jainism","0"
"Kirat","212"
"Prakriti","1"
"Sikhism","0"
"Undefined","16"
"Total","35429"
