"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","46"
"Cow Dung","1045"
"Electricity Fuel","0"
"KeroseneFuel","31"
"LP Gas","166"
"Not Sated about Fuel","26"
"OthersFuel","15"
"Wood/FireWood","4552"
"Total","5881"
