"Population by Five Years Age Group","Number"
"0-4",""
"Female","3136"
"Male","3309"
"10-14",""
"Female","4756"
"Male","5030"
"15-19",""
"Female","4620"
"Male","4412"
"20-24",""
"Female","4342"
"Male","2907"
"25-29",""
"Female","3992"
"Male","2416"
"30-34",""
"Female","3609"
"Male","2434"
"35-39",""
"Female","2945"
"Male","2334"
"40-44",""
"Female","2506"
"Male","2180"
"45-49",""
"Female","2013"
"Male","1859"
"50-54",""
"Female","1853"
"Male","1749"
"55-59",""
"Female","1322"
"Male","1311"
"5-9",""
"Female","4016"
"Male","4300"
"60-64",""
"Female","1270"
"Male","1204"
"65-69",""
"Female","939"
"Male","948"
"70-74",""
"Female","627"
"Male","597"
"75+",""
"Female","891"
"Male","794"
