"Population by Single Year of Age","Number"
"0",""
"Female","677"
"Male","692"
"1",""
"Female","561"
"Male","636"
"10",""
"Female","966"
"Male","1025"
"11",""
"Female","791"
"Male","913"
"12",""
"Female","955"
"Male","1139"
"13",""
"Female","999"
"Male","963"
"14",""
"Female","1045"
"Male","990"
"15",""
"Female","978"
"Male","951"
"16",""
"Female","970"
"Male","919"
"17",""
"Female","837"
"Male","904"
"18",""
"Female","1066"
"Male","1025"
"19",""
"Female","769"
"Male","613"
"2",""
"Female","579"
"Male","655"
"20",""
"Female","1007"
"Male","711"
"21",""
"Female","704"
"Male","532"
"22",""
"Female","1011"
"Male","675"
"23",""
"Female","810"
"Male","511"
"24",""
"Female","810"
"Male","478"
"25",""
"Female","1044"
"Male","570"
"26",""
"Female","813"
"Male","449"
"27",""
"Female","739"
"Male","450"
"28",""
"Female","887"
"Male","606"
"29",""
"Female","509"
"Male","341"
"3",""
"Female","597"
"Male","627"
"30",""
"Female","1321"
"Male","745"
"31",""
"Female","473"
"Male","340"
"32",""
"Female","763"
"Male","568"
"33",""
"Female","519"
"Male","373"
"34",""
"Female","533"
"Male","408"
"35",""
"Female","1082"
"Male","859"
"36",""
"Female","539"
"Male","443"
"37",""
"Female","396"
"Male","315"
"38",""
"Female","587"
"Male","437"
"39",""
"Female","341"
"Male","280"
"4",""
"Female","722"
"Male","699"
"40",""
"Female","1067"
"Male","907"
"41",""
"Female","319"
"Male","271"
"42",""
"Female","465"
"Male","442"
"43",""
"Female","333"
"Male","299"
"44",""
"Female","322"
"Male","261"
"45",""
"Female","735"
"Male","665"
"46",""
"Female","373"
"Male","319"
"47",""
"Female","277"
"Male","249"
"48",""
"Female","403"
"Male","395"
"49",""
"Female","225"
"Male","231"
"5",""
"Female","789"
"Male","803"
"50",""
"Female","717"
"Male","680"
"51",""
"Female","251"
"Male","226"
"52",""
"Female","341"
"Male","382"
"53",""
"Female","284"
"Male","234"
"54",""
"Female","260"
"Male","227"
"55",""
"Female","450"
"Male","470"
"56",""
"Female","256"
"Male","257"
"57",""
"Female","164"
"Male","196"
"58",""
"Female","262"
"Male","239"
"59",""
"Female","190"
"Male","149"
"6",""
"Female","740"
"Male","838"
"60",""
"Female","577"
"Male","482"
"61",""
"Female","178"
"Male","207"
"62",""
"Female","187"
"Male","182"
"63",""
"Female","160"
"Male","186"
"64",""
"Female","168"
"Male","147"
"65",""
"Female","349"
"Male","342"
"66",""
"Female","153"
"Male","145"
"67",""
"Female","155"
"Male","169"
"68",""
"Female","191"
"Male","200"
"69",""
"Female","91"
"Male","92"
"7",""
"Female","799"
"Male","871"
"70",""
"Female","292"
"Male","240"
"71",""
"Female","80"
"Male","72"
"72",""
"Female","103"
"Male","128"
"73",""
"Female","90"
"Male","87"
"74",""
"Female","62"
"Male","70"
"75",""
"Female","154"
"Male","138"
"76",""
"Female","72"
"Male","66"
"77",""
"Female","80"
"Male","72"
"78",""
"Female","120"
"Male","80"
"79",""
"Female","30"
"Male","41"
"8",""
"Female","901"
"Male","936"
"80",""
"Female","90"
"Male","82"
"81",""
"Female","35"
"Male","37"
"82",""
"Female","37"
"Male","45"
"83",""
"Female","30"
"Male","43"
"84",""
"Female","57"
"Male","41"
"85",""
"Female","186"
"Male","149"
"9",""
"Female","787"
"Male","852"
