"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1568"
"Cow Dung","371"
"Electricity","10"
"Kerosene","230"
"LP Gas","5057"
"Not stated","98"
"Others","51"
"Wood/Firewood","11225"
"Total","18610"
