"Population by Mother tongue","Number"
"Bajjika",""
"Female","19376"
"Male","20695"
"Bangla",""
"Female","16"
"Male","26"
"Bhojpuri",""
"Female","170"
"Male","171"
"Doteli",""
"Female","91"
"Male","123"
"Hindi",""
"Female","15"
"Male","12"
"Magar",""
"Female","71"
"Male","87"
"Maithili",""
"Female","185"
"Male","229"
"Nepali",""
"Female","338"
"Male","422"
"Newar",""
"Female","12"
"Male","10"
"Not Reported",""
"Female","37"
"Male","37"
"Others",""
"Female","13"
"Male","7"
"Rai",""
"Female","38"
"Male","43"
"Urdu",""
"Female","4085"
"Male","4099"
"Yakkha",""
"Female","36"
"Male","37"
