"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","13"
"Cow Dung","3111"
"Electricity","2"
"Kerosene","141"
"LP Gas","175"
"Not stated","96"
"Others","304"
"Wood/Firewood","3602"
"Total","7444"
