"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","4733"
"Christianity","215"
"Hindu","13801"
"Islam","8"
"Jainism","0"
"Kirat","1"
"Prakriti","105"
"Sikhism","0"
"Undefined","66"
"Total","18929"
