"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","11"
"Cow Dung","3199"
"Electricity","0"
"Kerosene","51"
"LP Gas","2"
"Not stated","68"
"Others","129"
"Wood/Firewood","575"
"Total","4035"
