"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","91"
"Christianity","150"
"Hindu","30883"
"Islam","17"
"Jainism","0"
"Kirat","4"
"Prakriti","0"
"Sikhism","0"
"Undefined","42"
"Total","31187"
