"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","3"
"Cow Dung","13"
"Electricity Fuel","0"
"KeroseneFuel","3"
"LP Gas","2"
"Not Sated about Fuel","8"
"OthersFuel","0"
"Wood/FireWood","3832"
"Total","3861"
