"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","8"
"Cow Dung","5"
"Electricity","0"
"Kerosene","6"
"LP Gas","89"
"Not stated","10"
"Others","1"
"Wood/Firewood","3692"
"Total","3811"
