"Population by Mother tongue","Number"
"Bantawa",""
"Female","102"
"Male","77"
"Chamling",""
"Female","18"
"Male","15"
"Gurung",""
"Female","59"
"Male","63"
"Khaling",""
"Female","9"
"Male","10"
"Kulung",""
"Female","5"
"Male","6"
"Limbu",""
"Female","4087"
"Male","3742"
"Magar",""
"Female","104"
"Male","81"
"Maithili",""
"Female","5"
"Male","13"
"Nepali",""
"Female","4262"
"Male","3826"
"Newar",""
"Female","84"
"Male","90"
"Not Reported",""
"Female","11"
"Male","12"
"Others",""
"Female","4"
"Male","7"
"Rai",""
"Female","720"
"Male","645"
"Sampang",""
"Female","3"
"Male","9"
"Sherpa",""
"Female","24"
"Male","14"
"Sign Language",""
"Female","4"
"Male","7"
"Sunuwar",""
"Female","46"
"Male","44"
"Tamang",""
"Female","24"
"Male","25"
"Thulung",""
"Female","9"
"Male","15"
