"Population by Five Years Age Group","Number"
"0-4",""
"Female","868"
"Male","878"
"10-14",""
"Female","1148"
"Male","1189"
"15-19",""
"Female","1207"
"Male","1162"
"20-24",""
"Female","917"
"Male","637"
"25-29",""
"Female","693"
"Male","483"
"30-34",""
"Female","559"
"Male","437"
"35-39",""
"Female","510"
"Male","362"
"40-44",""
"Female","537"
"Male","423"
"45-49",""
"Female","460"
"Male","420"
"50-54",""
"Female","438"
"Male","457"
"55-59",""
"Female","312"
"Male","345"
"5-9",""
"Female","1165"
"Male","1167"
"60-64",""
"Female","246"
"Male","243"
"65-69",""
"Female","178"
"Male","185"
"70-74",""
"Female","153"
"Male","162"
"75+",""
"Female","189"
"Male","223"
