"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","244"
"Cow Dung","26"
"Electricity","6"
"Kerosene","197"
"LP Gas","4394"
"Not stated","160"
"Others","16"
"Wood/Firewood","59844"
"Total","64887"
