"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","2"
"Male","43"
"Bhujel",""
"Female","54"
"Male","45"
"Bote",""
"Female","336"
"Male","244"
"Chepang",""
"Female","1"
"Male","17"
"Chhantyal",""
"Female","20"
"Male","15"
"Gurung",""
"Female","472"
"Male","368"
"Hindi",""
"Female","23"
"Male","47"
"Kumal",""
"Female","107"
"Male","102"
"Magar",""
"Female","2926"
"Male","2510"
"Maithili",""
"Female","12"
"Male","33"
"Majhi",""
"Female","5"
"Male","10"
"Nepali",""
"Female","153432"
"Male","115058"
"Newar",""
"Female","1423"
"Male","1200"
"Not Reported",""
"Female","48"
"Male","44"
"Others",""
"Female","125"
"Male","180"
"Tharu",""
"Female","7"
"Male","10"
"Urdu",""
"Female","33"
"Male","53"
