"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","173"
"Male","171"
"","344"
"Chepang /Praja",""
"Female","1963"
"Male","2081"
"","4044"
"Chhetri",""
"Female","569"
"Male","520"
"","1089"
"Dalit Others",""
"Female","23"
"Male","27"
"","50"
"Damai/Dholi",""
"Female","84"
"Male","81"
"","165"
"Ghale",""
"Female","6"
"Male","5"
"","11"
"Gharti/Bhujel",""
"Female","73"
"Male","58"
"","131"
"Gurung",""
"Female","263"
"Male","247"
"","510"
"Kami",""
"Female","329"
"Male","283"
"","612"
"Magar",""
"Female","276"
"Male","293"
"","569"
"Newar",""
"Female","52"
"Male","47"
"","99"
"Others",""
"Female","23"
"Male","45"
"","68"
"Sanyasi/Dasnami",""
"Female","43"
"Male","46"
"","89"
"Tamang",""
"Female","8071"
"Male","7992"
"","16063"
"Thakuri",""
"Female","28"
"Male","26"
"","54"
"Yadav",""
"Female","3"
"Male","21"
"","24"
