"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2"
"Cow Dung","2327"
"Electricity Fuel","0"
"KeroseneFuel","57"
"LP Gas","17"
"Not Sated about Fuel","62"
"OthersFuel","119"
"Wood/FireWood","3757"
"Total","6341"
