"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","5"
"Male","7"
"","12"
"Hindi",""
"Female","6"
"Male","12"
"","18"
"Magahi",""
"Female","370"
"Male","378"
"","748"
"Maithili",""
"Female","18200"
"Male","18741"
"","36941"
"Nepali",""
"Female","107"
"Male","105"
"","212"
"Not Reported",""
"Female","100"
"Male","113"
"","213"
"Others",""
"Female","18"
"Male","7"
"","25"
"Sunuwar",""
"Female","11"
"Male","11"
"","22"
"Tamang",""
"Female","33"
"Male","29"
"","62"
"Urdu",""
"Female","260"
"Male","234"
"","494"
