"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","5"
"Christianity","1"
"Hindu","35041"
"Islam","3563"
"Jainism","1"
"Kirat","1"
"Prakriti","4"
"Sikhism","0"
"Undefined","131"
"Total","38747"
