"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","5"
"Cow Dung","2179"
"Electricity Fuel","0"
"KeroseneFuel","36"
"LP Gas","8"
"Not Sated about Fuel","31"
"OthersFuel","93"
"Wood/FireWood","1424"
"Total","3776"
