"Population by Mother tongue","Number"
"Hindi",""
"Female","6"
"Male","7"
"","13"
"Magar",""
"Female","71"
"Male","84"
"","155"
"Maithili",""
"Female","11614"
"Male","11035"
"","22649"
"Nepali",""
"Female","315"
"Male","289"
"","604"
"Newar",""
"Female","19"
"Male","15"
"","34"
"Not Reported",""
"Female","57"
"Male","49"
"","106"
"Others",""
"Female","19"
"Male","16"
"","35"
"Tamang",""
"Female","25"
"Male","24"
"","49"
"Tharu",""
"Female","1045"
"Male","971"
"","2016"
"Urdu",""
"Female","392"
"Male","334"
"","726"
