"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","6"
"Cow Dung","2984"
"Electricity Fuel","2"
"KeroseneFuel","67"
"LP Gas","33"
"Not Sated about Fuel","29"
"OthersFuel","2"
"Wood/FireWood","1889"
"Total","5012"
