"Population by Five Years Age Group","Number"
"0-4",""
"Female","555"
"Male","601"
"10-14",""
"Female","1128"
"Male","1012"
"15-19",""
"Female","1079"
"Male","994"
"20-24",""
"Female","735"
"Male","562"
"25-29",""
"Female","592"
"Male","475"
"30-34",""
"Female","515"
"Male","426"
"35-39",""
"Female","499"
"Male","424"
"40-44",""
"Female","485"
"Male","426"
"45-49",""
"Female","357"
"Male","391"
"50-54",""
"Female","348"
"Male","384"
"55-59",""
"Female","285"
"Male","266"
"5-9",""
"Female","781"
"Male","830"
"60-64",""
"Female","277"
"Male","252"
"65-69",""
"Female","189"
"Male","230"
"70-74",""
"Female","158"
"Male","181"
"75+",""
"Female","251"
"Male","257"
