"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","78"
"Cow Dung","2584"
"Electricity Fuel","0"
"KeroseneFuel","76"
"LP Gas","1505"
"Not Sated about Fuel","24"
"OthersFuel","31"
"Wood/FireWood","1489"
"Total","5787"
