"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1470"
"Christianity","207"
"Hindu","30028"
"Islam","2490"
"Jainism","9"
"Kirat","0"
"Prakriti","21"
"Sikhism","0"
"Undefined","1"
"Total","34226"
