"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","959"
"Male","802"
"","1761"
"Chhantyal/Chhantel",""
"Female","211"
"Male","152"
"","363"
"Chhetri",""
"Female","2175"
"Male","1702"
"","3877"
"Damai/Dholi",""
"Female","631"
"Male","442"
"","1073"
"Gurung",""
"Female","252"
"Male","221"
"","473"
"Kami",""
"Female","3639"
"Male","2880"
"","6519"
"Magar",""
"Female","3862"
"Male","3059"
"","6921"
"Musalman",""
"Female","10"
"Male","8"
"","18"
"Newar",""
"Female","159"
"Male","114"
"","273"
"Others",""
"Female","22"
"Male","16"
"","38"
"Sanyasi/Dasnami",""
"Female","160"
"Male","89"
"","249"
"Sarki",""
"Female","39"
"Male","40"
"","79"
"Tamang",""
"Female","187"
"Male","158"
"","345"
"Terai Others",""
"Female","7"
"Male","5"
"","12"
"Thakali",""
"Female","12"
"Male","9"
"","21"
"Thakuri",""
"Female","715"
"Male","563"
"","1278"
