"Population by Single Year of Age","Number"
"0",""
"Female","463"
"Male","459"
"1",""
"Female","394"
"Male","406"
"10",""
"Female","697"
"Male","868"
"11",""
"Female","452"
"Male","488"
"12",""
"Female","738"
"Male","735"
"13",""
"Female","650"
"Male","617"
"14",""
"Female","650"
"Male","665"
"15",""
"Female","620"
"Male","640"
"16",""
"Female","724"
"Male","675"
"17",""
"Female","545"
"Male","540"
"18",""
"Female","747"
"Male","789"
"19",""
"Female","426"
"Male","442"
"2",""
"Female","567"
"Male","540"
"20",""
"Female","797"
"Male","636"
"21",""
"Female","456"
"Male","444"
"22",""
"Female","732"
"Male","684"
"23",""
"Female","446"
"Male","383"
"24",""
"Female","493"
"Male","430"
"25",""
"Female","931"
"Male","788"
"26",""
"Female","470"
"Male","446"
"27",""
"Female","454"
"Male","425"
"28",""
"Female","681"
"Male","588"
"29",""
"Female","225"
"Male","235"
"3",""
"Female","585"
"Male","555"
"30",""
"Female","1004"
"Male","857"
"31",""
"Female","170"
"Male","209"
"32",""
"Female","537"
"Male","539"
"33",""
"Female","234"
"Male","227"
"34",""
"Female","261"
"Male","221"
"35",""
"Female","930"
"Male","1000"
"36",""
"Female","347"
"Male","302"
"37",""
"Female","218"
"Male","236"
"38",""
"Female","413"
"Male","386"
"39",""
"Female","142"
"Male","159"
"4",""
"Female","595"
"Male","595"
"40",""
"Female","799"
"Male","865"
"41",""
"Female","127"
"Male","181"
"42",""
"Female","318"
"Male","350"
"43",""
"Female","185"
"Male","156"
"44",""
"Female","165"
"Male","152"
"45",""
"Female","628"
"Male","798"
"46",""
"Female","199"
"Male","192"
"47",""
"Female","105"
"Male","170"
"48",""
"Female","290"
"Male","272"
"49",""
"Female","100"
"Male","85"
"5",""
"Female","648"
"Male","656"
"50",""
"Female","434"
"Male","624"
"51",""
"Female","107"
"Male","133"
"52",""
"Female","198"
"Male","230"
"53",""
"Female","88"
"Male","87"
"54",""
"Female","77"
"Male","98"
"55",""
"Female","364"
"Male","442"
"56",""
"Female","98"
"Male","125"
"57",""
"Female","71"
"Male","96"
"58",""
"Female","142"
"Male","140"
"59",""
"Female","65"
"Male","83"
"6",""
"Female","575"
"Male","603"
"60",""
"Female","400"
"Male","410"
"61",""
"Female","62"
"Male","68"
"62",""
"Female","100"
"Male","106"
"63",""
"Female","62"
"Male","43"
"64",""
"Female","40"
"Male","49"
"65",""
"Female","280"
"Male","281"
"66",""
"Female","42"
"Male","50"
"67",""
"Female","40"
"Male","45"
"68",""
"Female","71"
"Male","93"
"69",""
"Female","28"
"Male","31"
"7",""
"Female","676"
"Male","731"
"70",""
"Female","187"
"Male","179"
"71",""
"Female","31"
"Male","36"
"72",""
"Female","40"
"Male","42"
"73",""
"Female","19"
"Male","20"
"74",""
"Female","10"
"Male","14"
"75",""
"Female","73"
"Male","66"
"76",""
"Female","13"
"Male","18"
"77",""
"Female","16"
"Male","13"
"78",""
"Female","28"
"Male","14"
"79",""
"Female","4"
"Male","4"
"8",""
"Female","694"
"Male","754"
"80",""
"Female","41"
"Male","40"
"81",""
"Female","9"
"Male","4"
"82",""
"Female","6"
"Male","9"
"83",""
"Female","6"
"Male","5"
"84",""
"Female","6"
"Male","3"
"85",""
"Female","62"
"Male","45"
"9",""
"Female","487"
"Male","543"
