"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","68"
"Cow Dung","5783"
"Electricity","3"
"Kerosene","173"
"LP Gas","2480"
"Not stated","71"
"Others","256"
"Wood/Firewood","3059"
"Total","11893"
