"Population by Caste Ethinicity","Number"
"Bote",""
"Female","82"
"Male","85"
"","167"
"Brahman - Hill",""
"Female","4332"
"Male","3250"
"","7582"
"Chhetri",""
"Female","257"
"Male","196"
"","453"
"Damai/Dholi",""
"Female","398"
"Male","259"
"","657"
"Gharti/Bhujel",""
"Female","187"
"Male","154"
"","341"
"Gurung",""
"Female","18"
"Male","14"
"","32"
"Kami",""
"Female","913"
"Male","653"
"","1566"
"Magar",""
"Female","5557"
"Male","4295"
"","9852"
"Musalman",""
"Female","16"
"Male","14"
"","30"
"Newar",""
"Female","202"
"Male","167"
"","369"
"Others",""
"Female","24"
"Male","42"
"","66"
"Sarki",""
"Female","354"
"Male","230"
"","584"
"Tharu",""
"Female","6"
"Male","13"
"","19"
