"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","62"
"Cow Dung","4"
"Electricity Fuel","82"
"KeroseneFuel","8"
"LP Gas","209"
"Not Sated about Fuel","6"
"OthersFuel","0"
"Wood/FireWood","4601"
"Total","4972"
