"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","12"
"Electricity Fuel","1"
"KeroseneFuel","9"
"LP Gas","106"
"Not Sated about Fuel","11"
"OthersFuel","16"
"Wood/FireWood","4387"
"Total","4542"
