"Population by Caste Ethinicity","Number"
"Badi",""
"Female","10"
"Male","9"
"","19"
"Brahman - Hill",""
"Female","469"
"Male","425"
"","894"
"Chhetri",""
"Female","1186"
"Male","1027"
"","2213"
"Damai/Dholi",""
"Female","187"
"Male","137"
"","324"
"Gharti/Bhujel",""
"Female","45"
"Male","34"
"","79"
"Gurung",""
"Female","44"
"Male","49"
"","93"
"Kami",""
"Female","371"
"Male","295"
"","666"
"Limbu",""
"Female","3573"
"Male","2902"
"","6475"
"Magar",""
"Female","1726"
"Male","1333"
"","3059"
"Majhi",""
"Female","129"
"Male","106"
"","235"
"Newar",""
"Female","325"
"Male","300"
"","625"
"Others",""
"Female","24"
"Male","41"
"","65"
"Rai",""
"Female","393"
"Male","294"
"","687"
"Sanyasi/Dasnami",""
"Female","79"
"Male","65"
"","144"
"Sarki",""
"Female","51"
"Male","46"
"","97"
"Tamang",""
"Female","711"
"Male","543"
"","1254"
"Tharu",""
"Female","6"
"Male","10"
"","16"
"Undefined Others",""
"Female","8"
"Male","4"
"","12"
"Yakkha",""
"Female","895"
"Male","799"
"","1694"
"Yamphu",""
"Female","328"
"Male","304"
"","632"
