"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3568"
"Christianity","316"
"Hindu","6407"
"Islam","1"
"Jainism","0"
"Kirat","8845"
"Prakriti","16"
"Sikhism","0"
"Undefined","130"
"Total","19283"
