"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","457"
"Male","725"
"","1182"
"Bote",""
"Female","53"
"Male","48"
"","101"
"Chepang",""
"Female","74"
"Male","79"
"","153"
"Darai",""
"Female","1481"
"Male","1245"
"","2726"
"Gurung",""
"Female","202"
"Male","185"
"","387"
"Hindi",""
"Female","78"
"Male","122"
"","200"
"Kham",""
"Female","20"
"Male","18"
"","38"
"Kumal",""
"Female","10"
"Male","7"
"","17"
"Magar",""
"Female","298"
"Male","237"
"","535"
"Maithili",""
"Female","151"
"Male","202"
"","353"
"Nepali",""
"Female","18116"
"Male","15625"
"","33741"
"Newar",""
"Female","259"
"Male","240"
"","499"
"Not Reported",""
"Female","24"
"Male","26"
"","50"
"Others",""
"Female","24"
"Male","20"
"","44"
"Sign Language",""
"Female","8"
"Male","14"
"","22"
"Tamang",""
"Female","832"
"Male","698"
"","1530"
"Tharu",""
"Female","7906"
"Male","6551"
"","14457"
"Urdu",""
"Female","26"
"Male","33"
"","59"
