"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","3480"
"Christianity","1432"
"Hindu","51073"
"Islam","683"
"Jainism","0"
"Kirat","0"
"Prakriti","37"
"Sikhism","0"
"Undefined","219"
"Total","56925"
