"Population by Single Year of Age","Number"
"0",""
"Female","112"
"Male","104"
"1",""
"Female","93"
"Male","105"
"10",""
"Female","137"
"Male","144"
"11",""
"Female","95"
"Male","96"
"12",""
"Female","171"
"Male","177"
"13",""
"Female","84"
"Male","90"
"14",""
"Female","130"
"Male","126"
"15",""
"Female","112"
"Male","104"
"16",""
"Female","114"
"Male","106"
"17",""
"Female","48"
"Male","56"
"18",""
"Female","82"
"Male","93"
"19",""
"Female","30"
"Male","42"
"2",""
"Female","118"
"Male","112"
"20",""
"Female","71"
"Male","40"
"21",""
"Female","41"
"Male","25"
"22",""
"Female","78"
"Male","52"
"23",""
"Female","54"
"Male","45"
"24",""
"Female","62"
"Male","42"
"25",""
"Female","96"
"Male","63"
"26",""
"Female","62"
"Male","55"
"27",""
"Female","33"
"Male","39"
"28",""
"Female","73"
"Male","70"
"29",""
"Female","24"
"Male","32"
"3",""
"Female","147"
"Male","103"
"30",""
"Female","98"
"Male","63"
"31",""
"Female","25"
"Male","24"
"32",""
"Female","62"
"Male","62"
"33",""
"Female","31"
"Male","26"
"34",""
"Female","35"
"Male","28"
"35",""
"Female","100"
"Male","103"
"36",""
"Female","22"
"Male","30"
"37",""
"Female","33"
"Male","27"
"38",""
"Female","68"
"Male","55"
"39",""
"Female","16"
"Male","26"
"4",""
"Female","130"
"Male","134"
"40",""
"Female","130"
"Male","89"
"41",""
"Female","16"
"Male","19"
"42",""
"Female","36"
"Male","33"
"43",""
"Female","31"
"Male","28"
"44",""
"Female","22"
"Male","28"
"45",""
"Female","86"
"Male","94"
"46",""
"Female","28"
"Male","25"
"47",""
"Female","18"
"Male","17"
"48",""
"Female","40"
"Male","43"
"49",""
"Female","12"
"Male","27"
"5",""
"Female","165"
"Male","148"
"50",""
"Female","63"
"Male","75"
"51",""
"Female","13"
"Male","18"
"52",""
"Female","21"
"Male","19"
"53",""
"Female","15"
"Male","15"
"54",""
"Female","16"
"Male","13"
"55",""
"Female","50"
"Male","58"
"56",""
"Female","12"
"Male","23"
"57",""
"Female","10"
"Male","10"
"58",""
"Female","28"
"Male","27"
"59",""
"Female","10"
"Male","16"
"6",""
"Female","136"
"Male","121"
"60",""
"Female","64"
"Male","59"
"61",""
"Female","15"
"Male","15"
"62",""
"Female","12"
"Male","20"
"63",""
"Female","14"
"Male","13"
"64",""
"Female","4"
"Male","13"
"65",""
"Female","47"
"Male","55"
"66",""
"Female","4"
"Male","14"
"67",""
"Female","13"
"Male","5"
"68",""
"Female","22"
"Male","20"
"69",""
"Female","3"
"Male","10"
"7",""
"Female","119"
"Male","126"
"70",""
"Female","25"
"Male","18"
"71",""
"Female","10"
"Male","8"
"72",""
"Female","6"
"Male","12"
"73",""
"Female","3"
"Male","4"
"74",""
"Female","4"
"Male","5"
"75",""
"Female","25"
"Male","12"
"76",""
"Female","4"
"Male","0"
"77",""
"Female","0"
"Male","3"
"78",""
"Female","7"
"Male","3"
"79",""
"Female","2"
"Male","1"
"8",""
"Female","169"
"Male","150"
"80",""
"Female","11"
"Male","8"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","1"
"Male","4"
"83",""
"Female","3"
"Male","2"
"84",""
"Female","1"
"Male","3"
"85",""
"Female","7"
"Male","16"
"9",""
"Female","108"
"Male","121"
