"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","493"
"Cow Dung","111"
"Electricity","4"
"Kerosene","72"
"LP Gas","515"
"Not stated","144"
"Others","1"
"Wood/Firewood","12105"
"Total","13445"
