"Population by Single Year of Age","Number"
"0",""
"Female","517"
"Male","534"
"1",""
"Female","456"
"Male","533"
"10",""
"Female","1096"
"Male","1204"
"11",""
"Female","737"
"Male","664"
"12",""
"Female","1088"
"Male","1171"
"13",""
"Female","869"
"Male","787"
"14",""
"Female","910"
"Male","896"
"15",""
"Female","943"
"Male","909"
"16",""
"Female","914"
"Male","822"
"17",""
"Female","758"
"Male","695"
"18",""
"Female","1026"
"Male","1070"
"19",""
"Female","552"
"Male","463"
"2",""
"Female","679"
"Male","710"
"20",""
"Female","1143"
"Male","915"
"21",""
"Female","514"
"Male","423"
"22",""
"Female","858"
"Male","749"
"23",""
"Female","548"
"Male","464"
"24",""
"Female","528"
"Male","460"
"25",""
"Female","1124"
"Male","911"
"26",""
"Female","507"
"Male","469"
"27",""
"Female","467"
"Male","457"
"28",""
"Female","733"
"Male","657"
"29",""
"Female","225"
"Male","249"
"3",""
"Female","742"
"Male","721"
"30",""
"Female","1302"
"Male","1070"
"31",""
"Female","205"
"Male","212"
"32",""
"Female","536"
"Male","505"
"33",""
"Female","296"
"Male","259"
"34",""
"Female","255"
"Male","291"
"35",""
"Female","1361"
"Male","1253"
"36",""
"Female","290"
"Male","300"
"37",""
"Female","193"
"Male","260"
"38",""
"Female","438"
"Male","426"
"39",""
"Female","179"
"Male","157"
"4",""
"Female","713"
"Male","759"
"40",""
"Female","1197"
"Male","1270"
"41",""
"Female","142"
"Male","137"
"42",""
"Female","328"
"Male","337"
"43",""
"Female","193"
"Male","172"
"44",""
"Female","139"
"Male","149"
"45",""
"Female","872"
"Male","1019"
"46",""
"Female","155"
"Male","180"
"47",""
"Female","121"
"Male","153"
"48",""
"Female","307"
"Male","290"
"49",""
"Female","106"
"Male","100"
"5",""
"Female","847"
"Male","878"
"50",""
"Female","758"
"Male","913"
"51",""
"Female","97"
"Male","120"
"52",""
"Female","180"
"Male","197"
"53",""
"Female","133"
"Male","117"
"54",""
"Female","89"
"Male","108"
"55",""
"Female","498"
"Male","563"
"56",""
"Female","105"
"Male","128"
"57",""
"Female","105"
"Male","139"
"58",""
"Female","175"
"Male","199"
"59",""
"Female","67"
"Male","87"
"6",""
"Female","820"
"Male","831"
"60",""
"Female","624"
"Male","645"
"61",""
"Female","67"
"Male","88"
"62",""
"Female","101"
"Male","121"
"63",""
"Female","74"
"Male","80"
"64",""
"Female","72"
"Male","69"
"65",""
"Female","404"
"Male","376"
"66",""
"Female","75"
"Male","66"
"67",""
"Female","55"
"Male","70"
"68",""
"Female","94"
"Male","136"
"69",""
"Female","39"
"Male","50"
"7",""
"Female","864"
"Male","834"
"70",""
"Female","327"
"Male","335"
"71",""
"Female","34"
"Male","45"
"72",""
"Female","71"
"Male","78"
"73",""
"Female","36"
"Male","48"
"74",""
"Female","16"
"Male","35"
"75",""
"Female","141"
"Male","132"
"76",""
"Female","31"
"Male","24"
"77",""
"Female","22"
"Male","29"
"78",""
"Female","42"
"Male","48"
"79",""
"Female","11"
"Male","18"
"8",""
"Female","932"
"Male","1053"
"80",""
"Female","88"
"Male","75"
"81",""
"Female","9"
"Male","12"
"82",""
"Female","14"
"Male","19"
"83",""
"Female","14"
"Male","14"
"84",""
"Female","15"
"Male","21"
"85",""
"Female","124"
"Male","107"
"9",""
"Female","669"
"Male","744"
