"Children, Adolescent, Youth, Elderly and Working Population","Number"
"Adolescent (10-19)",""
"Female","8681"
"Male","8681"
"Children (0-4)",""
"Female","3257"
"Male","3257"
"Elderely (60+)",""
"Female","2741"
"Male","2741"
"Working population (15-59)",""
"Female","20824"
"Male","20824"
"Youth (15-24)",""
"Female","6970"
"Male","6970"
