"Population by Religion","Number"
"Bahai","15"
"Bon","1713"
"Buddism","51766"
"Christianity","8860"
"Hindu","203702"
"Islam","3056"
"Jainism","1"
"Kirat","22"
"Prakriti","1640"
"Sikhism","2"
"Undefined","284"
"Total","271061"
