"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","3"
"Electricity Fuel","1"
"KeroseneFuel","10"
"LP Gas","2"
"Not Sated about Fuel","18"
"OthersFuel","1"
"Wood/FireWood","1914"
"Total","1949"
