"Population by Single Year of Age","Number"
"0",""
"Female","830"
"Male","880"
"1",""
"Female","769"
"Male","790"
"10",""
"Female","1376"
"Male","1650"
"11",""
"Female","1351"
"Male","1489"
"12",""
"Female","1561"
"Male","1754"
"13",""
"Female","1675"
"Male","1696"
"14",""
"Female","1587"
"Male","1752"
"15",""
"Female","1587"
"Male","1679"
"16",""
"Female","1719"
"Male","1697"
"17",""
"Female","1702"
"Male","1667"
"18",""
"Female","1991"
"Male","1984"
"19",""
"Female","1501"
"Male","1451"
"2",""
"Female","912"
"Male","922"
"20",""
"Female","1852"
"Male","1696"
"21",""
"Female","1624"
"Male","1370"
"22",""
"Female","2004"
"Male","1566"
"23",""
"Female","1639"
"Male","1315"
"24",""
"Female","1665"
"Male","1304"
"25",""
"Female","1825"
"Male","1303"
"26",""
"Female","1567"
"Male","1073"
"27",""
"Female","1421"
"Male","1044"
"28",""
"Female","1679"
"Male","1274"
"29",""
"Female","1082"
"Male","860"
"3",""
"Female","944"
"Male","1024"
"30",""
"Female","1896"
"Male","1365"
"31",""
"Female","894"
"Male","719"
"32",""
"Female","1351"
"Male","1139"
"33",""
"Female","1005"
"Male","795"
"34",""
"Female","992"
"Male","862"
"35",""
"Female","1643"
"Male","1284"
"36",""
"Female","1038"
"Male","807"
"37",""
"Female","787"
"Male","623"
"38",""
"Female","1021"
"Male","828"
"39",""
"Female","692"
"Male","617"
"4",""
"Female","998"
"Male","1179"
"40",""
"Female","1584"
"Male","1368"
"41",""
"Female","575"
"Male","572"
"42",""
"Female","932"
"Male","870"
"43",""
"Female","732"
"Male","581"
"44",""
"Female","598"
"Male","556"
"45",""
"Female","1110"
"Male","958"
"46",""
"Female","680"
"Male","594"
"47",""
"Female","525"
"Male","495"
"48",""
"Female","676"
"Male","683"
"49",""
"Female","494"
"Male","460"
"5",""
"Female","1215"
"Male","1276"
"50",""
"Female","1046"
"Male","980"
"51",""
"Female","474"
"Male","436"
"52",""
"Female","626"
"Male","605"
"53",""
"Female","490"
"Male","465"
"54",""
"Female","424"
"Male","392"
"55",""
"Female","652"
"Male","629"
"56",""
"Female","456"
"Male","455"
"57",""
"Female","380"
"Male","366"
"58",""
"Female","447"
"Male","416"
"59",""
"Female","305"
"Male","267"
"6",""
"Female","1217"
"Male","1261"
"60",""
"Female","785"
"Male","613"
"61",""
"Female","384"
"Male","301"
"62",""
"Female","357"
"Male","315"
"63",""
"Female","292"
"Male","226"
"64",""
"Female","297"
"Male","272"
"65",""
"Female","451"
"Male","383"
"66",""
"Female","257"
"Male","201"
"67",""
"Female","296"
"Male","242"
"68",""
"Female","300"
"Male","309"
"69",""
"Female","135"
"Male","156"
"7",""
"Female","1328"
"Male","1388"
"70",""
"Female","411"
"Male","342"
"71",""
"Female","149"
"Male","142"
"72",""
"Female","207"
"Male","201"
"73",""
"Female","173"
"Male","130"
"74",""
"Female","135"
"Male","129"
"75",""
"Female","235"
"Male","182"
"76",""
"Female","131"
"Male","105"
"77",""
"Female","108"
"Male","93"
"78",""
"Female","180"
"Male","159"
"79",""
"Female","70"
"Male","50"
"8",""
"Female","1328"
"Male","1487"
"80",""
"Female","158"
"Male","125"
"81",""
"Female","51"
"Male","57"
"82",""
"Female","58"
"Male","78"
"83",""
"Female","62"
"Male","55"
"84",""
"Female","84"
"Male","75"
"85",""
"Female","300"
"Male","241"
"9",""
"Female","1265"
"Male","1434"
