"Population by Single Year of Age","Number"
"0",""
"Female","753"
"Male","780"
"1",""
"Female","654"
"Male","757"
"10",""
"Female","1737"
"Male","1904"
"11",""
"Female","691"
"Male","670"
"12",""
"Female","1383"
"Male","1536"
"13",""
"Female","804"
"Male","810"
"14",""
"Female","923"
"Male","1049"
"15",""
"Female","925"
"Male","1097"
"16",""
"Female","919"
"Male","998"
"17",""
"Female","473"
"Male","565"
"18",""
"Female","909"
"Male","988"
"19",""
"Female","347"
"Male","347"
"2",""
"Female","1019"
"Male","1115"
"20",""
"Female","1395"
"Male","952"
"21",""
"Female","361"
"Male","362"
"22",""
"Female","820"
"Male","678"
"23",""
"Female","484"
"Male","325"
"24",""
"Female","556"
"Male","377"
"25",""
"Female","1666"
"Male","970"
"26",""
"Female","475"
"Male","377"
"27",""
"Female","418"
"Male","343"
"28",""
"Female","924"
"Male","565"
"29",""
"Female","164"
"Male","181"
"3",""
"Female","1104"
"Male","1078"
"30",""
"Female","2040"
"Male","1128"
"31",""
"Female","114"
"Male","118"
"32",""
"Female","662"
"Male","504"
"33",""
"Female","254"
"Male","157"
"34",""
"Female","235"
"Male","187"
"35",""
"Female","1791"
"Male","1208"
"36",""
"Female","306"
"Male","261"
"37",""
"Female","210"
"Male","169"
"38",""
"Female","502"
"Male","354"
"39",""
"Female","144"
"Male","105"
"4",""
"Female","982"
"Male","1139"
"40",""
"Female","1517"
"Male","1244"
"41",""
"Female","83"
"Male","93"
"42",""
"Female","325"
"Male","378"
"43",""
"Female","180"
"Male","98"
"44",""
"Female","122"
"Male","101"
"45",""
"Female","1252"
"Male","1178"
"46",""
"Female","109"
"Male","144"
"47",""
"Female","95"
"Male","135"
"48",""
"Female","322"
"Male","284"
"49",""
"Female","90"
"Male","69"
"5",""
"Female","1315"
"Male","1352"
"50",""
"Female","1067"
"Male","1086"
"51",""
"Female","77"
"Male","92"
"52",""
"Female","183"
"Male","227"
"53",""
"Female","116"
"Male","76"
"54",""
"Female","88"
"Male","75"
"55",""
"Female","809"
"Male","896"
"56",""
"Female","87"
"Male","126"
"57",""
"Female","65"
"Male","99"
"58",""
"Female","221"
"Male","190"
"59",""
"Female","58"
"Male","73"
"6",""
"Female","1061"
"Male","1247"
"60",""
"Female","855"
"Male","916"
"61",""
"Female","52"
"Male","64"
"62",""
"Female","145"
"Male","144"
"63",""
"Female","82"
"Male","45"
"64",""
"Female","45"
"Male","43"
"65",""
"Female","615"
"Male","623"
"66",""
"Female","40"
"Male","59"
"67",""
"Female","37"
"Male","55"
"68",""
"Female","107"
"Male","119"
"69",""
"Female","24"
"Male","31"
"7",""
"Female","1140"
"Male","1119"
"70",""
"Female","460"
"Male","458"
"71",""
"Female","30"
"Male","34"
"72",""
"Female","70"
"Male","90"
"73",""
"Female","22"
"Male","19"
"74",""
"Female","14"
"Male","14"
"75",""
"Female","223"
"Male","246"
"76",""
"Female","7"
"Male","21"
"77",""
"Female","11"
"Male","16"
"78",""
"Female","19"
"Male","27"
"79",""
"Female","8"
"Male","6"
"8",""
"Female","1472"
"Male","1491"
"80",""
"Female","118"
"Male","120"
"81",""
"Female","4"
"Male","8"
"82",""
"Female","3"
"Male","6"
"83",""
"Female","4"
"Male","1"
"84",""
"Female","3"
"Male","5"
"85",""
"Female","84"
"Male","88"
"9",""
"Female","747"
"Male","808"
