"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","16"
"Cow Dung","10354"
"Electricity","2"
"Kerosene","156"
"LP Gas","882"
"Not stated","126"
"Others","69"
"Wood/Firewood","3872"
"Total","15477"
