"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","22"
"Male","13"
"Chamling",""
"Female","11"
"Male","7"
"Doteli",""
"Female","14"
"Male","10"
"Hindi",""
"Female","45"
"Male","37"
"Hyolmo/Yholmo",""
"Female","8"
"Male","3"
"Lapcha",""
"Female","10"
"Male","14"
"Maithili",""
"Female","38414"
"Male","36067"
"Nepali",""
"Female","897"
"Male","809"
"Newar",""
"Female","43"
"Male","37"
"Not Reported",""
"Female","149"
"Male","131"
"Others",""
"Female","20"
"Male","23"
"Rai",""
"Female","11"
"Male","5"
"Rajsthani",""
"Female","25"
"Male","32"
"Sunuwar",""
"Female","92"
"Male","85"
"Tamang",""
"Female","11"
"Male","8"
"Tharu",""
"Female","8"
"Male","3"
"Urdu",""
"Female","3045"
"Male","2422"
