"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","0"
"Electricity","2"
"Kerosene","3"
"LP Gas","3"
"Not stated","6"
"Others","1"
"Wood/Firewood","1778"
"Total","1794"
