"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","373"
"Cow Dung","7634"
"Electricity Fuel","1"
"KeroseneFuel","114"
"LP Gas","239"
"Not Sated about Fuel","35"
"OthersFuel","248"
"Wood/FireWood","2151"
"Total","10795"
