"Population by Mother tongue","Number"
"Angika",""
"Female","1153"
"Male","1220"
"","2373"
"Avadhi",""
"Female","84"
"Male","84"
"","168"
"Bahing",""
"Female","18"
"Male","10"
"","28"
"Bangla",""
"Female","145"
"Male","136"
"","281"
"Bantawa",""
"Female","94"
"Male","87"
"","181"
"Bhojpuri",""
"Female","45"
"Male","45"
"","90"
"Chamling",""
"Female","19"
"Male","16"
"","35"
"Dungmali",""
"Female","14"
"Male","12"
"","26"
"Ganagai",""
"Female","549"
"Male","541"
"","1090"
"Ghale",""
"Female","33"
"Male","28"
"","61"
"Gurung",""
"Female","53"
"Male","39"
"","92"
"Hindi",""
"Female","7"
"Male","11"
"","18"
"Khaling",""
"Female","20"
"Male","19"
"","39"
"Limbu",""
"Female","185"
"Male","130"
"","315"
"Magar",""
"Female","48"
"Male","34"
"","82"
"Maithili",""
"Female","11041"
"Male","11128"
"","22169"
"Majhi",""
"Female","27"
"Male","29"
"","56"
"Nepali",""
"Female","3362"
"Male","2798"
"","6160"
"Newar",""
"Female","255"
"Male","223"
"","478"
"Not Reported",""
"Female","116"
"Male","117"
"","233"
"Others",""
"Female","105"
"Male","87"
"","192"
"Rai",""
"Female","183"
"Male","136"
"","319"
"Rajbanshi",""
"Female","3084"
"Male","2846"
"","5930"
"Santhali",""
"Female","815"
"Male","790"
"","1605"
"Sunuwar",""
"Female","19"
"Male","19"
"","38"
"Tajpuriya",""
"Female","284"
"Male","237"
"","521"
"Tamang",""
"Female","254"
"Male","234"
"","488"
"Tharu",""
"Female","30"
"Male","21"
"","51"
"Urdu",""
"Female","3737"
"Male","3860"
"","7597"
"Yakkha",""
"Female","22"
"Male","20"
"","42"
