"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","378"
"Cow Dung","425"
"Electricity Fuel","10"
"KeroseneFuel","125"
"LP Gas","1455"
"Not Sated about Fuel","17"
"OthersFuel","30"
"Wood/FireWood","10624"
"Total","13064"
