"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","19"
"Cow Dung","3242"
"Electricity","0"
"Kerosene","131"
"LP Gas","147"
"Not stated","77"
"Others","268"
"Wood/Firewood","4648"
"Total","8532"
