"Population by Single Year of Age","Number"
"0",""
"Female","1026"
"Male","983"
"1",""
"Female","822"
"Male","859"
"10",""
"Female","1434"
"Male","1439"
"11",""
"Female","1241"
"Male","1224"
"12",""
"Female","1493"
"Male","1606"
"13",""
"Female","1305"
"Male","1412"
"14",""
"Female","1414"
"Male","1416"
"15",""
"Female","1450"
"Male","1239"
"16",""
"Female","1429"
"Male","1424"
"17",""
"Female","1314"
"Male","1222"
"18",""
"Female","1447"
"Male","1416"
"19",""
"Female","1018"
"Male","821"
"2",""
"Female","1063"
"Male","1025"
"20",""
"Female","1118"
"Male","910"
"21",""
"Female","900"
"Male","684"
"22",""
"Female","1127"
"Male","868"
"23",""
"Female","767"
"Male","659"
"24",""
"Female","922"
"Male","692"
"25",""
"Female","1036"
"Male","730"
"26",""
"Female","809"
"Male","624"
"27",""
"Female","773"
"Male","676"
"28",""
"Female","824"
"Male","787"
"29",""
"Female","497"
"Male","491"
"3",""
"Female","957"
"Male","1041"
"30",""
"Female","999"
"Male","816"
"31",""
"Female","457"
"Male","349"
"32",""
"Female","702"
"Male","572"
"33",""
"Female","538"
"Male","436"
"34",""
"Female","471"
"Male","427"
"35",""
"Female","960"
"Male","760"
"36",""
"Female","544"
"Male","534"
"37",""
"Female","478"
"Male","452"
"38",""
"Female","552"
"Male","559"
"39",""
"Female","432"
"Male","386"
"4",""
"Female","1148"
"Male","1068"
"40",""
"Female","1092"
"Male","907"
"41",""
"Female","409"
"Male","387"
"42",""
"Female","573"
"Male","520"
"43",""
"Female","513"
"Male","434"
"44",""
"Female","429"
"Male","413"
"45",""
"Female","859"
"Male","726"
"46",""
"Female","448"
"Male","429"
"47",""
"Female","422"
"Male","374"
"48",""
"Female","553"
"Male","523"
"49",""
"Female","398"
"Male","367"
"5",""
"Female","1199"
"Male","1273"
"50",""
"Female","847"
"Male","821"
"51",""
"Female","346"
"Male","367"
"52",""
"Female","505"
"Male","503"
"53",""
"Female","370"
"Male","377"
"54",""
"Female","286"
"Male","285"
"55",""
"Female","536"
"Male","527"
"56",""
"Female","359"
"Male","381"
"57",""
"Female","353"
"Male","351"
"58",""
"Female","368"
"Male","407"
"59",""
"Female","251"
"Male","247"
"6",""
"Female","1200"
"Male","1215"
"60",""
"Female","601"
"Male","527"
"61",""
"Female","232"
"Male","242"
"62",""
"Female","309"
"Male","309"
"63",""
"Female","275"
"Male","267"
"64",""
"Female","233"
"Male","247"
"65",""
"Female","409"
"Male","376"
"66",""
"Female","206"
"Male","177"
"67",""
"Female","249"
"Male","266"
"68",""
"Female","249"
"Male","301"
"69",""
"Female","140"
"Male","153"
"7",""
"Female","1350"
"Male","1280"
"70",""
"Female","427"
"Male","326"
"71",""
"Female","128"
"Male","139"
"72",""
"Female","182"
"Male","195"
"73",""
"Female","139"
"Male","159"
"74",""
"Female","94"
"Male","119"
"75",""
"Female","212"
"Male","199"
"76",""
"Female","89"
"Male","91"
"77",""
"Female","123"
"Male","110"
"78",""
"Female","143"
"Male","138"
"79",""
"Female","47"
"Male","51"
"8",""
"Female","1343"
"Male","1377"
"80",""
"Female","114"
"Male","100"
"81",""
"Female","39"
"Male","56"
"82",""
"Female","56"
"Male","46"
"83",""
"Female","47"
"Male","37"
"84",""
"Female","42"
"Male","43"
"85",""
"Female","192"
"Male","163"
"9",""
"Female","1233"
"Male","1265"
