"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","13"
"Cow Dung","19"
"Electricity","762"
"Kerosene","125"
"LP Gas","91"
"Not stated","48"
"Others","1"
"Wood/Firewood","22699"
"Total","23758"
