"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","7"
"Cow Dung","4"
"Electricity","0"
"Kerosene","13"
"LP Gas","37"
"Not stated","13"
"Others","1"
"Wood/Firewood","5734"
"Total","5809"
