"Population by Five Years Age Group","Number"
"0-4",""
"Female","2194"
"Male","2221"
"10-14",""
"Female","2312"
"Male","2228"
"15-19",""
"Female","1747"
"Male","1263"
"20-24",""
"Female","1402"
"Male","723"
"25-29",""
"Female","1183"
"Male","559"
"30-34",""
"Female","935"
"Male","493"
"35-39",""
"Female","852"
"Male","508"
"40-44",""
"Female","741"
"Male","553"
"45-49",""
"Female","651"
"Male","494"
"50-54",""
"Female","592"
"Male","473"
"55-59",""
"Female","493"
"Male","494"
"5-9",""
"Female","2374"
"Male","2443"
"60-64",""
"Female","468"
"Male","404"
"65-69",""
"Female","315"
"Male","314"
"70-74",""
"Female","194"
"Male","232"
"75+",""
"Female","226"
"Male","229"
