"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","202"
"Cow Dung","1912"
"Electricity Fuel","4"
"KeroseneFuel","45"
"LP Gas","320"
"Not Sated about Fuel","62"
"OthersFuel","75"
"Wood/FireWood","4013"
"Total","6633"
