"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","345"
"Christianity","123"
"Hindu","33139"
"Islam","3799"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","12"
"Total","37418"
