"Population by Mother tongue","Number"
"Avadhi",""
"Female","13"
"Male","22"
"","35"
"Bhojpuri",""
"Female","14248"
"Male","14071"
"","28319"
"Bhujel",""
"Female","6"
"Male","8"
"","14"
"Doteli",""
"Female","46"
"Male","49"
"","95"
"Gurung",""
"Female","9"
"Male","5"
"","14"
"Magar",""
"Female","54"
"Male","46"
"","100"
"Maithili",""
"Female","546"
"Male","557"
"","1103"
"Nepali",""
"Female","1495"
"Male","1302"
"","2797"
"Newar",""
"Female","26"
"Male","21"
"","47"
"Others",""
"Female","25"
"Male","24"
"","49"
"Tharu",""
"Female","2608"
"Male","2212"
"","4820"
"Urdu",""
"Female","15"
"Male","10"
"","25"
